Customer_ID,Brand,Interaction
C100178,Ajio,0
C100179,Ajio,0
C100180,Ajio,0
C100182,Ajio,0
C100184,Ajio,0
C100185,Ajio,0
C100187,Ajio,0
C100190,Ajio,0
C100195,Ajio,0
C100199,Ajio,0
C100202,Ajio,1
C100204,Ajio,0
C100206,Ajio,0
C100207,Ajio,1
C100208,Ajio,0
C100210,Ajio,0
C100211,Ajio,0
C100214,Ajio,1
C100215,Ajio,0
C100216,Ajio,0
C100217,Ajio,0
C100218,Ajio,0
C100219,Ajio,0
C100220,Ajio,0
C100222,Ajio,0
C100223,Ajio,0
C100225,Ajio,0
C100227,Ajio,0
C100228,Ajio,0
C100230,Ajio,0
C100232,Ajio,1
C100233,Ajio,0
C100234,Ajio,0
C100238,Ajio,0
C100239,Ajio,0
C100240,Ajio,0
C100241,Ajio,0
C100242,Ajio,0
C100244,Ajio,0
C100246,Ajio,1
C100247,Ajio,0
C100249,Ajio,0
C100252,Ajio,0
C100254,Ajio,0
C100255,Ajio,0
C100256,Ajio,0
C100261,Ajio,0
C100263,Ajio,0
C100264,Ajio,0
C100266,Ajio,0
C100267,Ajio,0
C100268,Ajio,0
C100269,Ajio,0
C100270,Ajio,0
C100271,Ajio,0
C100274,Ajio,0
C100275,Ajio,0
C100276,Ajio,0
C100277,Ajio,0
C100278,Ajio,0
C100283,Ajio,1
C100284,Ajio,1
C100285,Ajio,0
C100286,Ajio,0
C100288,Ajio,0
C100289,Ajio,0
C100291,Ajio,0
C100292,Ajio,1
C100293,Ajio,1
C100294,Ajio,1
C100295,Ajio,0
C100297,Ajio,0
C100300,Ajio,0
C100302,Ajio,0
C100304,Ajio,0
C100305,Ajio,0
C100306,Ajio,1
C100312,Ajio,0
C100313,Ajio,1
C100316,Ajio,0
C100317,Ajio,0
C100318,Ajio,0
C100319,Ajio,1
C100320,Ajio,0
C100321,Ajio,0
C100325,Ajio,0
C100327,Ajio,0
C100329,Ajio,0
C100330,Ajio,0
C100333,Ajio,0
C100334,Ajio,0
C100335,Ajio,0
C100336,Ajio,0
C100337,Ajio,0
C100338,Ajio,0
C100339,Ajio,1
C100340,Ajio,0
C100341,Ajio,1
C100342,Ajio,0
C100343,Ajio,0
C100345,Ajio,0
C100346,Ajio,1
C100347,Ajio,1
C100348,Ajio,1
C100349,Ajio,0
C100351,Ajio,0
C100352,Ajio,0
C100353,Ajio,0
C100354,Ajio,1
C100356,Ajio,0
C100357,Ajio,0
C100359,Ajio,0
C100360,Ajio,0
C100361,Ajio,0
C100362,Ajio,0
C100364,Ajio,0
C100366,Ajio,0
C100367,Ajio,0
C100368,Ajio,1
C100372,Ajio,0
C100373,Ajio,0
C100374,Ajio,0
C100375,Ajio,0
C100379,Ajio,1
C100380,Ajio,0
C100383,Ajio,0
C100384,Ajio,0
C100385,Ajio,0
C100387,Ajio,0
C100388,Ajio,0
C100389,Ajio,0
C100390,Ajio,0
C100392,Ajio,0
C100394,Ajio,0
C100395,Ajio,0
C100396,Ajio,1
C100397,Ajio,0
C100398,Ajio,0
C100399,Ajio,0
C100400,Ajio,0
C100402,Ajio,0
C100407,Ajio,1
C100409,Ajio,0
C100410,Ajio,0
C100411,Ajio,0
C100412,Ajio,0
C100413,Ajio,0
C100414,Ajio,0
C100415,Ajio,0
C100416,Ajio,1
C100418,Ajio,0
C100420,Ajio,0
C100424,Ajio,0
C100425,Ajio,1
C100426,Ajio,0
C100427,Ajio,0
C100428,Ajio,0
C100430,Ajio,0
C100431,Ajio,0
C100432,Ajio,0
C100434,Ajio,0
C100437,Ajio,0
C100438,Ajio,0
C100439,Ajio,0
C100443,Ajio,0
C100444,Ajio,1
C100446,Ajio,0
C100448,Ajio,0
C100449,Ajio,1
C100451,Ajio,0
C100452,Ajio,0
C100453,Ajio,0
C100454,Ajio,1
C100455,Ajio,0
C100457,Ajio,0
C100458,Ajio,0
C100459,Ajio,0
C100460,Ajio,0
C100461,Ajio,0
C100462,Ajio,0
C100464,Ajio,0
C100465,Ajio,1
C100467,Ajio,0
C100468,Ajio,0
C100469,Ajio,0
C100470,Ajio,0
C100472,Ajio,0
C100474,Ajio,0
C100475,Ajio,0
C100476,Ajio,0
C100477,Ajio,0
C100482,Ajio,1
C100485,Ajio,0
C100486,Ajio,0
C100487,Ajio,0
C100489,Ajio,0
C100490,Ajio,0
C100492,Ajio,0
C100494,Ajio,1
C100496,Ajio,0
C100497,Ajio,0
C100499,Ajio,0
C100502,Ajio,0
C100504,Ajio,0
C100505,Ajio,0
C100506,Ajio,0
C100507,Ajio,0
C100510,Ajio,0
C100511,Ajio,0
C100512,Ajio,1
C100513,Ajio,0
C100514,Ajio,0
C100515,Ajio,0
C100518,Ajio,0
C100519,Ajio,0
C100520,Ajio,0
C100521,Ajio,0
C100523,Ajio,0
C100525,Ajio,0
C100526,Ajio,1
C100527,Ajio,0
C100530,Ajio,0
C100531,Ajio,0
C100532,Ajio,0
C100533,Ajio,0
C100534,Ajio,0
C100535,Ajio,0
C100536,Ajio,0
C100537,Ajio,0
C100538,Ajio,0
C100541,Ajio,0
C100542,Ajio,0
C100543,Ajio,0
C100544,Ajio,0
C100545,Ajio,0
C100546,Ajio,0
C100547,Ajio,0
C100548,Ajio,0
C100553,Ajio,0
C100554,Ajio,0
C100555,Ajio,0
C100556,Ajio,1
C100557,Ajio,0
C100558,Ajio,1
C100563,Ajio,0
C100564,Ajio,0
C100565,Ajio,0
C100566,Ajio,0
C100567,Ajio,0
C100569,Ajio,0
C100571,Ajio,0
C100572,Ajio,1
C100574,Ajio,0
C100577,Ajio,0
C100578,Ajio,0
C100580,Ajio,0
C100584,Ajio,0
C100588,Ajio,1
C100590,Ajio,0
C100591,Ajio,1
C100593,Ajio,0
C100595,Ajio,0
C100596,Ajio,0
C100599,Ajio,0
C100601,Ajio,0
C100602,Ajio,0
C100603,Ajio,0
C100604,Ajio,0
C100605,Ajio,0
C100606,Ajio,1
C100607,Ajio,1
C100608,Ajio,1
C100610,Ajio,0
C100611,Ajio,1
C100612,Ajio,0
C100613,Ajio,0
C100614,Ajio,0
C100616,Ajio,0
C100617,Ajio,0
C100618,Ajio,0
C100619,Ajio,0
C100620,Ajio,1
C100622,Ajio,0
C100623,Ajio,0
C100624,Ajio,0
C100625,Ajio,0
C100627,Ajio,0
C100628,Ajio,0
C100630,Ajio,0
C100631,Ajio,1
C100632,Ajio,0
C100633,Ajio,0
C100634,Ajio,0
C100636,Ajio,0
C100637,Ajio,1
C100639,Ajio,0
C100641,Ajio,0
C100643,Ajio,0
C100644,Ajio,0
C100645,Ajio,1
C100646,Ajio,0
C100648,Ajio,0
C100649,Ajio,0
C100652,Ajio,1
C100654,Ajio,1
C100655,Ajio,0
C100660,Ajio,0
C100662,Ajio,1
C100664,Ajio,0
C100665,Ajio,0
C100666,Ajio,0
C100667,Ajio,1
C100670,Ajio,0
C100671,Ajio,0
C100673,Ajio,0
C100675,Ajio,0
C100677,Ajio,1
C100678,Ajio,0
C100680,Ajio,0
C100681,Ajio,0
C100682,Ajio,1
C100683,Ajio,0
C100685,Ajio,0
C100687,Ajio,0
C100688,Ajio,0
C100689,Ajio,0
C100691,Ajio,0
C100693,Ajio,0
C100695,Ajio,0
C100696,Ajio,0
C100697,Ajio,0
C100698,Ajio,0
C100700,Ajio,0
C100702,Ajio,0
C100703,Ajio,0
C100704,Ajio,0
C100705,Ajio,0
C100706,Ajio,0
C100709,Ajio,0
C100710,Ajio,0
C100714,Ajio,0
C100716,Ajio,1
C100717,Ajio,0
C100719,Ajio,1
C100720,Ajio,0
C100723,Ajio,0
C100724,Ajio,1
C100731,Ajio,0
C100732,Ajio,0
C100733,Ajio,1
C100734,Ajio,0
C100736,Ajio,0
C100739,Ajio,0
C100741,Ajio,0
C100742,Ajio,0
C100744,Ajio,0
C100747,Ajio,1
C100748,Ajio,0
C100749,Ajio,0
C100751,Ajio,0
C100752,Ajio,1
C100753,Ajio,0
C100755,Ajio,0
C100756,Ajio,1
C100758,Ajio,0
C100759,Ajio,0
C100760,Ajio,0
C100762,Ajio,0
C100763,Ajio,0
C100764,Ajio,0
C100765,Ajio,0
C100766,Ajio,0
C100768,Ajio,0
C100769,Ajio,0
C100770,Ajio,0
C100771,Ajio,0
C100773,Ajio,0
C100774,Ajio,0
C100776,Ajio,0
C100777,Ajio,1
C100780,Ajio,0
C100782,Ajio,0
C100783,Ajio,0
C100784,Ajio,0
C100786,Ajio,1
C100788,Ajio,0
C100791,Ajio,0
C100792,Ajio,0
C100793,Ajio,0
C100794,Ajio,0
C100797,Ajio,0
C100798,Ajio,0
C100800,Ajio,0
C100802,Ajio,1
C100805,Ajio,0
C100806,Ajio,0
C100807,Ajio,1
C100808,Ajio,0
C100810,Ajio,0
C100812,Ajio,0
C100815,Ajio,1
C100816,Ajio,0
C100817,Ajio,0
C100819,Ajio,1
C100820,Ajio,1
C100822,Ajio,0
C100823,Ajio,0
C100826,Ajio,0
C100827,Ajio,0
C100829,Ajio,0
C100830,Ajio,1
C100831,Ajio,1
C100832,Ajio,0
C100833,Ajio,0
C100835,Ajio,0
C100836,Ajio,1
C100838,Ajio,1
C100839,Ajio,0
C100842,Ajio,0
C100843,Ajio,1
C100845,Ajio,0
C100846,Ajio,0
C100847,Ajio,0
C100848,Ajio,0
C100849,Ajio,0
C100851,Ajio,0
C100852,Ajio,0
C100853,Ajio,0
C100854,Ajio,0
C100856,Ajio,0
C100857,Ajio,0
C100858,Ajio,0
C100861,Ajio,0
C100862,Ajio,1
C100863,Ajio,0
C100865,Ajio,1
C100866,Ajio,0
C100867,Ajio,0
C100870,Ajio,0
C100874,Ajio,1
C100875,Ajio,0
C100876,Ajio,0
C100877,Ajio,0
C100879,Ajio,0
C100880,Ajio,0
C100881,Ajio,0
C100882,Ajio,0
C100883,Ajio,0
C100884,Ajio,1
C100885,Ajio,0
C100887,Ajio,0
C100888,Ajio,0
C100890,Ajio,0
C100892,Ajio,0
C100894,Ajio,1
C100895,Ajio,0
C100896,Ajio,0
C100897,Ajio,0
C100898,Ajio,0
C100901,Ajio,0
C100904,Ajio,0
C100905,Ajio,0
C100906,Ajio,0
C100909,Ajio,1
C100910,Ajio,0
C100911,Ajio,0
C100912,Ajio,0
C100913,Ajio,1
C100914,Ajio,0
C100915,Ajio,0
C100916,Ajio,0
C100917,Ajio,0
C100918,Ajio,1
C100920,Ajio,0
C100921,Ajio,0
C100923,Ajio,0
C100924,Ajio,0
C100927,Ajio,0
C100930,Ajio,0
C100931,Ajio,0
C100934,Ajio,0
C100936,Ajio,0
C100937,Ajio,0
C100939,Ajio,1
C100940,Ajio,0
C100941,Ajio,0
C100942,Ajio,0
C100945,Ajio,0
C100948,Ajio,0
C100950,Ajio,0
C100955,Ajio,0
C100956,Ajio,0
C100957,Ajio,1
C100959,Ajio,0
C100961,Ajio,0
C100962,Ajio,1
C100964,Ajio,1
C100965,Ajio,0
C100966,Ajio,0
C100967,Ajio,0
C100968,Ajio,0
C100970,Ajio,1
C100974,Ajio,0
C100975,Ajio,0
C100976,Ajio,0
C100977,Ajio,1
C100978,Ajio,0
C100979,Ajio,0
C100981,Ajio,0
C100983,Ajio,0
C100986,Ajio,0
C100987,Ajio,0
C100991,Ajio,0
C100992,Ajio,0
C100993,Ajio,0
C100994,Ajio,0
C100995,Ajio,0
C100996,Ajio,0
C100997,Ajio,0
C100999,Ajio,0
C101000,Ajio,0
C101001,Ajio,0
C101002,Ajio,0
C101003,Ajio,0
C101004,Ajio,0
C101005,Ajio,0
C101007,Ajio,0
C101010,Ajio,0
C101011,Ajio,0
C101013,Ajio,0
C101014,Ajio,0
C101016,Ajio,0
C101017,Ajio,0
C101018,Ajio,0
C101019,Ajio,0
C101021,Ajio,0
C101025,Ajio,0
C101026,Ajio,0
C101028,Ajio,0
C101031,Ajio,0
C101033,Ajio,0
C101034,Ajio,1
C101035,Ajio,0
C101037,Ajio,1
C101041,Ajio,0
C101042,Ajio,0
C101043,Ajio,0
C101044,Ajio,0
C101045,Ajio,0
C101046,Ajio,0
C101047,Ajio,0
C101048,Ajio,1
C101049,Ajio,1
C101051,Ajio,0
C101052,Ajio,0
C101055,Ajio,0
C101057,Ajio,0
C101058,Ajio,0
C101060,Ajio,0
C101062,Ajio,0
C101064,Ajio,0
C101066,Ajio,0
C101067,Ajio,0
C101069,Ajio,1
C101070,Ajio,1
C101073,Ajio,0
C101074,Ajio,0
C101079,Ajio,0
C101080,Ajio,1
C101081,Ajio,1
C101083,Ajio,0
C101086,Ajio,0
C101087,Ajio,1
C101088,Ajio,1
C101089,Ajio,0
C101092,Ajio,0
C101093,Ajio,0
C101094,Ajio,0
C101097,Ajio,0
C101098,Ajio,0
C101099,Ajio,0
C101101,Ajio,0
C101103,Ajio,0
C101104,Ajio,0
C101105,Ajio,0
C101111,Ajio,0
C101112,Ajio,0
C101114,Ajio,0
C101115,Ajio,0
C101116,Ajio,1
C101117,Ajio,1
C101118,Ajio,1
C101122,Ajio,0
C101123,Ajio,0
C101124,Ajio,0
C101125,Ajio,0
C101127,Ajio,0
C101131,Ajio,1
C101132,Ajio,0
C101137,Ajio,1
C101138,Ajio,0
C101140,Ajio,0
C101141,Ajio,0
C101143,Ajio,0
C101144,Ajio,1
C101146,Ajio,1
C101147,Ajio,0
C101149,Ajio,0
C101151,Ajio,0
C101152,Ajio,0
C101153,Ajio,0
C101155,Ajio,0
C101157,Ajio,0
C101158,Ajio,0
C101159,Ajio,0
C101162,Ajio,0
C101163,Ajio,0
C101164,Ajio,0
C101165,Ajio,0
C101166,Ajio,0
C101168,Ajio,0
C101169,Ajio,1
C101170,Ajio,0
C101171,Ajio,1
C101172,Ajio,0
C101176,Ajio,0
C101178,Ajio,0
C101179,Ajio,0
C101181,Ajio,0
C101182,Ajio,0
C101184,Ajio,0
C101185,Ajio,0
C101186,Ajio,0
C101187,Ajio,1
C101190,Ajio,0
C101191,Ajio,0
C101192,Ajio,0
C101193,Ajio,0
C101194,Ajio,1
C101196,Ajio,1
C101199,Ajio,0
C101200,Ajio,0
C101201,Ajio,1
C101203,Ajio,0
C101204,Ajio,0
C101205,Ajio,1
C101206,Ajio,0
C101210,Ajio,0
C101213,Ajio,0
C101214,Ajio,0
C101216,Ajio,1
C101218,Ajio,0
C101220,Ajio,0
C101221,Ajio,0
C101222,Ajio,0
C101223,Ajio,0
C101224,Ajio,0
C101228,Ajio,1
C101229,Ajio,0
C101230,Ajio,0
C101231,Ajio,0
C101234,Ajio,0
C101235,Ajio,1
C101237,Ajio,1
C101238,Ajio,1
C101240,Ajio,0
C101242,Ajio,0
C101244,Ajio,0
C101245,Ajio,0
C101246,Ajio,0
C101247,Ajio,0
C101248,Ajio,0
C101249,Ajio,0
C101250,Ajio,0
C101251,Ajio,0
C101252,Ajio,0
C101253,Ajio,0
C101255,Ajio,1
C101256,Ajio,0
C101257,Ajio,0
C101258,Ajio,0
C101259,Ajio,0
C101263,Ajio,0
C101264,Ajio,0
C101266,Ajio,0
C101268,Ajio,1
C101270,Ajio,0
C101271,Ajio,0
C101272,Ajio,0
C101273,Ajio,0
C101274,Ajio,0
C101276,Ajio,0
C101278,Ajio,0
C101279,Ajio,1
C101280,Ajio,0
C101284,Ajio,1
C101285,Ajio,0
C101286,Ajio,1
C101287,Ajio,1
C101288,Ajio,0
C101289,Ajio,0
C101290,Ajio,0
C101291,Ajio,0
C101292,Ajio,0
C101293,Ajio,0
C101294,Ajio,0
C101295,Ajio,0
C101296,Ajio,1
C101297,Ajio,0
C101299,Ajio,1
C101302,Ajio,0
C101303,Ajio,0
C101304,Ajio,0
C101306,Ajio,0
C101307,Ajio,0
C101308,Ajio,0
C101309,Ajio,0
C101310,Ajio,0
C101312,Ajio,0
C101314,Ajio,0
C101316,Ajio,1
C101318,Ajio,0
C101319,Ajio,0
C101321,Ajio,0
C101323,Ajio,1
C101329,Ajio,1
C101330,Ajio,0
C101332,Ajio,0
C101333,Ajio,0
C101334,Ajio,0
C101335,Ajio,0
C101337,Ajio,0
C101338,Ajio,0
C101339,Ajio,1
C101340,Ajio,0
C101341,Ajio,0
C101342,Ajio,1
C101343,Ajio,0
C101346,Ajio,0
C101347,Ajio,0
C101348,Ajio,0
C101350,Ajio,0
C101351,Ajio,0
C101352,Ajio,0
C101354,Ajio,0
C101355,Ajio,0
C101356,Ajio,0
C101357,Ajio,1
C101359,Ajio,0
C101361,Ajio,0
C101365,Ajio,0
C101367,Ajio,0
C101368,Ajio,0
C101370,Ajio,1
C101371,Ajio,1
C101372,Ajio,0
C101373,Ajio,0
C101374,Ajio,1
C101376,Ajio,0
C101379,Ajio,0
C101380,Ajio,0
C101381,Ajio,0
C101382,Ajio,0
C101383,Ajio,0
C101384,Ajio,1
C101385,Ajio,0
C101386,Ajio,0
C101387,Ajio,0
C101389,Ajio,0
C101390,Ajio,0
C101391,Ajio,0
C101392,Ajio,0
C101393,Ajio,0
C101395,Ajio,1
C101396,Ajio,0
C101398,Ajio,0
C101399,Ajio,1
C101400,Ajio,0
C101402,Ajio,0
C101404,Ajio,0
C101405,Ajio,0
C101406,Ajio,0
C101407,Ajio,0
C101408,Ajio,0
C101409,Ajio,0
C101410,Ajio,0
C101411,Ajio,0
C101412,Ajio,0
C101413,Ajio,0
C101418,Ajio,0
C101419,Ajio,1
C101423,Ajio,1
C101424,Ajio,0
C101425,Ajio,0
C101427,Ajio,0
C101431,Ajio,0
C101432,Ajio,0
C101435,Ajio,0
C101436,Ajio,1
C101437,Ajio,0
C101438,Ajio,0
C101440,Ajio,0
C101442,Ajio,0
C101443,Ajio,0
C101444,Ajio,0
C101445,Ajio,0
C101446,Ajio,0
C101447,Ajio,0
C101448,Ajio,0
C101449,Ajio,0
C101452,Ajio,0
C101453,Ajio,0
C101455,Ajio,0
C101457,Ajio,0
C101458,Ajio,0
C101459,Ajio,0
C101461,Ajio,0
C101463,Ajio,0
C101464,Ajio,0
C101466,Ajio,0
C101468,Ajio,0
C101470,Ajio,1
C101473,Ajio,0
C101474,Ajio,0
C101476,Ajio,0
C101477,Ajio,1
C101479,Ajio,0
C101481,Ajio,0
C101482,Ajio,0
C101483,Ajio,0
C101484,Ajio,1
C101485,Ajio,0
C101488,Ajio,1
C101489,Ajio,1
C101491,Ajio,0
C101493,Ajio,0
C101494,Ajio,0
C101495,Ajio,0
C101497,Ajio,0
C101498,Ajio,0
C101500,Ajio,0
C101501,Ajio,0
C101506,Ajio,1
C101507,Ajio,0
C101508,Ajio,0
C101511,Ajio,0
C101512,Ajio,0
C101514,Ajio,0
C101515,Ajio,0
C101518,Ajio,0
C101519,Ajio,0
C101524,Ajio,0
C101525,Ajio,0
C101526,Ajio,0
C101529,Ajio,0
C101532,Ajio,0
C101533,Ajio,0
C101534,Ajio,0
C101537,Ajio,0
C101539,Ajio,1
C101540,Ajio,0
C101541,Ajio,0
C101545,Ajio,0
C101546,Ajio,0
C101547,Ajio,0
C101548,Ajio,0
C101549,Ajio,0
C101551,Ajio,0
C101556,Ajio,1
C101559,Ajio,0
C101560,Ajio,0
C101561,Ajio,1
C101562,Ajio,1
C101563,Ajio,1
C101566,Ajio,1
C101570,Ajio,0
C101574,Ajio,0
C101575,Ajio,0
C101576,Ajio,0
C101577,Ajio,0
C101579,Ajio,0
C101580,Ajio,0
C101581,Ajio,1
C101583,Ajio,0
C101584,Ajio,0
C101586,Ajio,0
C101588,Ajio,1
C101589,Ajio,0
C101590,Ajio,0
C101591,Ajio,0
C101592,Ajio,0
C101594,Ajio,0
C101596,Ajio,0
C101597,Ajio,1
C101598,Ajio,0
C101600,Ajio,0
C101601,Ajio,0
C101602,Ajio,0
C101603,Ajio,0
C101604,Ajio,0
C101605,Ajio,0
C101606,Ajio,0
C101607,Ajio,0
C101608,Ajio,0
C101609,Ajio,0
C101611,Ajio,0
C101612,Ajio,1
C101613,Ajio,0
C101614,Ajio,0
C101615,Ajio,0
C101616,Ajio,1
C101617,Ajio,0
C101619,Ajio,0
C101620,Ajio,0
C101624,Ajio,0
C101627,Ajio,0
C101629,Ajio,0
C101630,Ajio,0
C101631,Ajio,0
C101632,Ajio,0
C101633,Ajio,0
C101636,Ajio,0
C101637,Ajio,0
C101638,Ajio,1
C101640,Ajio,0
C101641,Ajio,1
C101642,Ajio,0
C101643,Ajio,0
C101645,Ajio,1
C101651,Ajio,0
C101652,Ajio,0
C101654,Ajio,0
C101655,Ajio,0
C101656,Ajio,0
C101657,Ajio,0
C101658,Ajio,0
C101659,Ajio,0
C101662,Ajio,0
C101663,Ajio,0
C101664,Ajio,0
C101665,Ajio,0
C101666,Ajio,0
C101667,Ajio,1
C101670,Ajio,0
C101671,Ajio,0
C101672,Ajio,0
C101673,Ajio,0
C101674,Ajio,0
C101675,Ajio,0
C101676,Ajio,0
C101678,Ajio,1
C101679,Ajio,0
C101680,Ajio,0
C101681,Ajio,0
C101683,Ajio,0
C101684,Ajio,0
C101685,Ajio,1
C101686,Ajio,0
C101688,Ajio,0
C101691,Ajio,0
C101692,Ajio,0
C101694,Ajio,0
C101699,Ajio,0
C101700,Ajio,0
C101701,Ajio,0
C101703,Ajio,0
C101704,Ajio,0
C101705,Ajio,1
C101706,Ajio,0
C101708,Ajio,0
C101709,Ajio,0
C101710,Ajio,0
C101711,Ajio,0
C101712,Ajio,1
C101713,Ajio,0
C101715,Ajio,0
C101716,Ajio,0
C101718,Ajio,0
C101719,Ajio,0
C101720,Ajio,0
C101721,Ajio,1
C101723,Ajio,0
C101724,Ajio,0
C101728,Ajio,0
C101729,Ajio,0
C101730,Ajio,0
C101732,Ajio,0
C101733,Ajio,0
C101734,Ajio,1
C101735,Ajio,0
C101738,Ajio,0
C101739,Ajio,0
C101740,Ajio,0
C101742,Ajio,0
C101743,Ajio,0
C101744,Ajio,0
C101747,Ajio,1
C101751,Ajio,0
C101752,Ajio,0
C101753,Ajio,0
C101757,Ajio,0
C101758,Ajio,0
C101759,Ajio,0
C101760,Ajio,0
C101761,Ajio,0
C101762,Ajio,0
C101763,Ajio,0
C101765,Ajio,0
C101767,Ajio,0
C101769,Ajio,0
C101770,Ajio,0
C101771,Ajio,0
C101775,Ajio,1
C101776,Ajio,0
C101778,Ajio,1
C101779,Ajio,0
C101781,Ajio,0
C101782,Ajio,0
C101783,Ajio,0
C101784,Ajio,1
C101786,Ajio,1
C101787,Ajio,0
C101788,Ajio,0
C101789,Ajio,0
C101791,Ajio,0
C101793,Ajio,0
C101794,Ajio,0
C101795,Ajio,0
C101796,Ajio,0
C101798,Ajio,0
C101800,Ajio,0
C101801,Ajio,1
C101802,Ajio,0
C101804,Ajio,0
C101805,Ajio,0
C101807,Ajio,0
C101811,Ajio,0
C101814,Ajio,0
C101816,Ajio,0
C101817,Ajio,1
C101819,Ajio,0
C101822,Ajio,0
C101823,Ajio,0
C101824,Ajio,0
C101825,Ajio,0
C101826,Ajio,0
C101827,Ajio,0
C101830,Ajio,0
C101831,Ajio,0
C101833,Ajio,1
C101835,Ajio,0
C101838,Ajio,1
C101839,Ajio,0
C101840,Ajio,1
C101842,Ajio,0
C101843,Ajio,0
C101846,Ajio,1
C101847,Ajio,0
C101848,Ajio,0
C101850,Ajio,0
C101852,Ajio,0
C101853,Ajio,0
C101854,Ajio,0
C101861,Ajio,1
C101862,Ajio,0
C101863,Ajio,0
C101864,Ajio,0
C101866,Ajio,1
C101867,Ajio,0
C101869,Ajio,0
C101870,Ajio,0
C101871,Ajio,0
C101872,Ajio,0
C101873,Ajio,0
C101875,Ajio,0
C101877,Ajio,0
C101878,Ajio,0
C101880,Ajio,0
C101881,Ajio,0
C101883,Ajio,1
C101884,Ajio,1
C101885,Ajio,0
C101887,Ajio,1
C101889,Ajio,0
C101890,Ajio,0
C101891,Ajio,0
C101892,Ajio,0
C101893,Ajio,1
C101896,Ajio,1
C101897,Ajio,0
C101899,Ajio,0
C101900,Ajio,0
C101901,Ajio,1
C101902,Ajio,0
C101904,Ajio,1
C101906,Ajio,0
C101908,Ajio,0
C101909,Ajio,0
C101910,Ajio,0
C101911,Ajio,1
C101915,Ajio,0
C101916,Ajio,0
C101920,Ajio,0
C101921,Ajio,0
C101923,Ajio,0
C101925,Ajio,0
C101928,Ajio,0
C101930,Ajio,0
C101931,Ajio,0
C101935,Ajio,1
C101938,Ajio,1
C101941,Ajio,0
C101942,Ajio,0
C101945,Ajio,1
C101946,Ajio,0
C101948,Ajio,0
C101949,Ajio,0
C101950,Ajio,0
C101953,Ajio,0
C101954,Ajio,1
C101955,Ajio,0
C101957,Ajio,0
C101958,Ajio,1
C101959,Ajio,0
C101960,Ajio,0
C101961,Ajio,0
C101962,Ajio,0
C101963,Ajio,0
C101964,Ajio,0
C101966,Ajio,0
C101968,Ajio,0
C101971,Ajio,1
C101972,Ajio,0
C101973,Ajio,1
C101974,Ajio,0
C101975,Ajio,1
C101978,Ajio,0
C101979,Ajio,0
C101980,Ajio,1
C101981,Ajio,0
C101982,Ajio,0
C101983,Ajio,0
C101984,Ajio,0
C101985,Ajio,0
C101986,Ajio,0
C101989,Ajio,0
C101990,Ajio,0
C101993,Ajio,1
C101996,Ajio,0
C101997,Ajio,0
C101998,Ajio,0
C102001,Ajio,0
C102005,Ajio,0
C102007,Ajio,0
C102009,Ajio,0
C102010,Ajio,0
